row_index,field,label_or_action,issue_type,reason,student_utterance,miniLM_labels,hope_signals,target_policy_action
8993,hope_signals,Low productive_struggle,semantic_contradiction,Hope signal conflicts with miniLM/utterance cues.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8993,target_policy_action,WORKED_EXAMPLE,assigned_action_unsupported,Policy action is not semantically supported by utterance/labels.,"probability of dice na, is it like if i roll a dice 100 times, will 1 come out exactly 1/6th of time? can we try it?","request_representation, physical, curiosity, question","High ki_score,Low productive_struggle",WORKED_EXAMPLE
8994,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,is there a game or something we can play to understand this? its kinda boring from the screen.,"request_representation, disengagement, curiosity, question","Low productive_struggle,High ki_score",ENCOURAGE
8994,miniLM_labels,curiosity,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,is there a game or something we can play to understand this? its kinda boring from the screen.,"request_representation, disengagement, curiosity, question","Low productive_struggle,High ki_score",ENCOURAGE
8995,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"this angle of elevation stuff, how can i measure it in real life? like if i look at a building top, how do i find the angle?","request_representation, physical, curiosity, transfer_attempt, question","High ki_score,High ct_score",TRANSFER_PROBLEM
8995,miniLM_labels,confusion,obvious_missing_label,Strong cue exists but label is not assigned.,"this angle of elevation stuff, how can i measure it in real life? like if i look at a building top, how do i find the angle?","request_representation, physical, curiosity, transfer_attempt, question","High ki_score,High ct_score",TRANSFER_PROBLEM
8995,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"this angle of elevation stuff, how can i measure it in real life? like if i look at a building top, how do i find the angle?","request_representation, physical, curiosity, transfer_attempt, question","High ki_score,High ct_score",TRANSFER_PROBLEM
8996,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we arrange blocks to see how an AP works? like first one block, then three, then five, something like that?","request_representation, physical, curiosity, diagrammatic, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8996,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we arrange blocks to see how an AP works? like first one block, then three, then five, something like that?","request_representation, physical, curiosity, diagrammatic, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8996,miniLM_labels,diagrammatic,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"can we arrange blocks to see how an AP works? like first one block, then three, then five, something like that?","request_representation, physical, curiosity, diagrammatic, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8996,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"can we arrange blocks to see how an AP works? like first one block, then three, then five, something like that?","request_representation, physical, curiosity, diagrammatic, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8997,miniLM_labels,request_representation,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i need to touch and feel it to understand, reading just doesn't work for me.","request_representation, physical, self_monitoring","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8997,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i need to touch and feel it to understand, reading just doesn't work for me.","request_representation, physical, self_monitoring","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8997,hope_signals,Low productive_struggle,assigned_label_unsupported,No clear support from utterance or miniLM labels.,"i need to touch and feel it to understand, reading just doesn't work for me.","request_representation, physical, self_monitoring","High ki_score,Low productive_struggle",REPRESENTATION_TRANSLATION
8998,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"BPT theorem na, can we like draw a triangle on paper and then cut it and show how the parallel line divides sides?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8998,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"BPT theorem na, can we like draw a triangle on paper and then cut it and show how the parallel line divides sides?","request_representation, physical, diagrammatic, curiosity, question","High ki_score,Moderate ct_score",REPRESENTATION_TRANSLATION
8999,miniLM_labels,physical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"that u-shape graph, the parabola na, can we like bend a wire or string to make it and see how it works?","request_representation, physical, graphical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8999,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"that u-shape graph, the parabola na, can we like bend a wire or string to make it and see how it works?","request_representation, physical, graphical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
8999,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"that u-shape graph, the parabola na, can we like bend a wire or string to make it and see how it works?","request_representation, physical, graphical, curiosity, question",High ki_score,REPRESENTATION_TRANSLATION
9000,miniLM_labels,graphical,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i can't visualize this, can i draw this out on paper first? like with actual lines and angles?","request_representation, graphical, confusion, question",Moderate load_risk,REPRESENTATION_TRANSLATION
9000,miniLM_labels,confusion,assigned_label_unsupported,No clear lexical/semantic cue found in utterance.,"i can't visualize this, can i draw this out on paper first? like with actual lines and angles?","request_representation, graphical, confusion, question",Moderate load_risk,REPRESENTATION_TRANSLATION
9000,miniLM_labels,low_confidence,obvious_missing_label,Strong cue exists but label is not assigned.,"i can't visualize this, can i draw this out on paper first? like with actual lines and angles?","request_representation, graphical, confusion, question",Moderate load_risk,REPRESENTATION_TRANSLATION
9000,miniLM_labels,diagrammatic,obvious_missing_label,Strong cue exists but label is not assigned.,"i can't visualize this, can i draw this out on paper first? like with actual lines and angles?","request_representation, graphical, confusion, question",Moderate load_risk,REPRESENTATION_TRANSLATION
9000,miniLM_labels,verbal_analogy,obvious_missing_label,Strong cue exists but label is not assigned.,"i can't visualize this, can i draw this out on paper first? like with actual lines and angles?","request_representation, graphical, confusion, question",Moderate load_risk,REPRESENTATION_TRANSLATION
