index,category,utterance,old_action,new_action,rule,old_labels,new_labels
9636,9,can we like make that you shape graph of quadratic using a wire or something? like to actually bend it and see how it works,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9667,9,"that you shape graph na, can we like bend a wire to see how it forms? it will be more clear",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, high_confidence, question, representation_shift, request_representation","curiosity, diagrammatic, graphical, high_confidence, physical, question, representation_shift, request_representation"
9668,9,"for volume of combined solids na, can we fill water in like a cone and a cylinder to see if the formulas really work?",EXPLAIN,EXPLAIN,(labels-only),"algebraic, curiosity, diagrammatic, physical, question","algebraic, curiosity, diagrammatic, question"
9673,9,"i need to see this working in real life na, not just formulas. is there a way?",EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, self_monitoring, transfer_attempt","curiosity, question, self_monitoring, transfer_attempt"
9681,9,"for similar triangles, can we cut two different size triangles from paper and put them one on top of other? to see that same shape thing.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9682,9,this is too abstract na. can you show me with real objects how it works?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"abstraction_attempt, curiosity, question, representation_shift, request_representation","abstraction_attempt, curiosity, physical, question, representation_shift, request_representation"
9684,9,this is too much. can we play some math game with cards or something related to this chapter?,ENCOURAGE,ENCOURAGE,(labels-only),"cognitive_overload, curiosity, physical, question","cognitive_overload, curiosity, question"
9687,9,"the tangent line touching a circle at only one point, can we like draw a circle on paper and use a pencil to show it? just for me to see how it works",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation, self_monitoring","curiosity, diagrammatic, physical, question, representation_shift, request_representation, self_monitoring"
9694,9,"BPT theorem, can we take a triangle drawn on paper and then cut it parallel to one side to see the ratios of the segments? like with a scissor?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9704,9,can we actually try this out with real objects instead of just on paper?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9712,9,"what exactly is similar figures? can we like cut two same shape triangles, one bigger one smaller, and put them next to each other?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"curiosity, diagrammatic, question","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9727,9,how do similar figures look like? can we like cut some shapes out of paper and then make them bigger or smaller to see?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9732,9,can we do something practical with this? like make something?,EXPLAIN,EXPLAIN,(labels-only),"curiosity, physical, question, transfer_attempt","curiosity, question, transfer_attempt"
9739,9,"similar figures na, what if we take two different sized triangles, like cut them from paper and check if they superimpose if angles are same?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9779,9,can you show me on a real graph paper how these points plot na? i always mess up the signs.,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, graphical, low_confidence, question, recurring_error, representation_shift, request_representation","curiosity, diagrammatic, graphical, low_confidence, physical, question, recurring_error, representation_shift, request_representation"
9785,9,i just don't understand. can we try something with hands-on activity like using pen and paper to draw it out slowly?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, physical, question, representation_shift, request_representation","confusion, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9789,9,"that parabola shape, can we like bend a wire to make it and see how it cuts the x-axis? will help me see the zeroes",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"algebraic, curiosity, diagrammatic, graphical, question","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
9792,9,"can we draw two similar triangles on paper, cut them out and put them on top of each other to see the angles are same?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9803,9,how does that thales theorem work? can we cut some triangles out of paper and try to like move them around?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9809,9,"if we have like two triangles on paper, can we cut them out and superimpose to see if they are similar? Like really check the angles.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation","curiosity, diagrammatic, physical, question, representation_shift, request_representation"
9813,9,"i want to see the parabola shape, like can we bend a wire or something to make that you shape? That will make sense for the quadratic graph.",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation, self_monitoring","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation, self_monitoring"
9821,9,"this geometry thing is so hard to imagine, can we draw it on paper and cut it out to see what happens?",REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"curiosity, diagrammatic, question, representation_shift, request_representation, verbal_analogy","curiosity, diagrammatic, physical, question, representation_shift, request_representation, verbal_analogy"
9823,9,"all these numbers on screen are confusing, can we just use some real objects to show this concept, please?",EXPLAIN,REPRESENTATION_TRANSLATION,manipulative->repr_translation,"abstraction_attempt, confusion, curiosity, environmental_feedback, question","abstraction_attempt, confusion, curiosity, environmental_feedback, physical, question, representation_shift, request_representation"
9826,9,how does this parabola thing look like? can we like use graph paper and plot points to see the you shape?,REPRESENTATION_TRANSLATION,REPRESENTATION_TRANSLATION,(labels-only),"algebraic, curiosity, diagrammatic, graphical, question, representation_shift, request_representation","algebraic, curiosity, diagrammatic, graphical, physical, question, representation_shift, request_representation"
