row_index,changed_fields,old_student_utterance,new_student_utterance,old_miniLM_labels,new_miniLM_labels,old_hope_signals,new_hope_signals,old_target_policy_action,new_target_policy_action
7860,student_utterance;miniLM_labels;hope_signals;target_policy_action,"it's not working, i tried but its all wrong somewhere, i cant find it","it's not working, i tried but it's all wrong somewhere, i can't find it","frustration, confusion, low_confidence","confusion, curiosity, low_confidence, self_monitoring",Moderate load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",SOCRATIC_Q,ENCOURAGE
7861,miniLM_labels;hope_signals;target_policy_action,the proof by contradiction feels a bit fake na? like how can you assume something wrong to prove it right?,the proof by contradiction feels a bit fake na? like how can you assume something wrong to prove it right?,"skepticism, confusion, question","abstraction_attempt, algebraic, answer_attempt, confusion, curiosity, low_confidence, question",Moderate ct_score,"High load_risk, Low confidence, Active engagement, High ct_score",SOCRATIC_Q,ENCOURAGE
7862,student_utterance;miniLM_labels;hope_signals;target_policy_action,"my mind is just stuck here, i dont know what to do next, its all a blur","my mind is just stuck here, i don't know what to do next, it's all a blur","cognitive_overload, confusion, low_confidence","cognitive_overload, confusion, curiosity, hint_dependency, low_confidence, question, request_hint, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Active hint_dependency",WORKED_EXAMPLE,REQUEST_HINT
7863,miniLM_labels;hope_signals;target_policy_action,"i put the numbers in the nth term formula, but the answer is not matching, something is off with my calculation or formula use","i put the numbers in the nth term formula, but the answer is not matching, something is off with my calculation or formula use","confusion, low_confidence, self_correction","algebraic, answer_attempt, confusion, low_confidence, procedural_focus, self_correction",Moderate load_risk,"High load_risk, Low confidence, Active misconception check, Moderate kt_score",SOCRATIC_Q,REVIEW
7864,student_utterance;miniLM_labels;hope_signals;target_policy_action,"this whole thing is just difficult, i dont get the main idea behind it","this whole thing is just difficult, i don't get the main idea behind it","confusion, low_confidence, frustration",confusion,High load_risk,Moderate load_risk,BRIDGE_RECAP,EXPLAIN
7865,student_utterance;miniLM_labels;hope_signals;target_policy_action,"that tangent line and radius perpendicular thing, in some diagrams it looks perpendicular but in others it doesnt, how to tell?","that tangent line and radius perpendicular thing, in some diagrams it looks perpendicular but in others it doesn't, how to tell?","confusion, diagrammatic, skepticism, question","curiosity, diagrammatic, question","Moderate ct_score,Active misconception","Active engagement, High ct_score, Moderate ki_score",VISUAL_ANALOGY,EXPLAIN
7866,miniLM_labels;hope_signals;target_policy_action,"these heights and distances problems, i always draw the diagram wrong, then everything goes wrong na","these heights and distances problems, i always draw the diagram wrong, then everything goes wrong na","confusion, diagrammatic, low_confidence, question","confusion, diagrammatic, low_confidence, recurring_error, representation_shift, request_representation",High load_risk,"High load_risk, Low confidence, Recurring error, Recurring Misconception",WORKED_EXAMPLE,REVIEW
7867,miniLM_labels;hope_signals;target_policy_action,"the quadratic formula na, sometimes i use plus sometimes minus, i get confused, is there a clear rule for that?","the quadratic formula na, sometimes i use plus sometimes minus, i get confused, is there a clear rule for that?","confusion, low_confidence, self_correction, question","algebraic, confusion, curiosity, procedural_focus, question, self_monitoring","Moderate load_risk,Active misconception","Moderate load_risk, Active engagement, High ct_score, Moderate ki_score",MISCONCEPTION_PROBE,EXPLAIN
7868,miniLM_labels;hope_signals;target_policy_action,i dunno what's happening. it just looks all wrong here.,i dunno what's happening. it just looks all wrong here.,"confusion, cognitive_overload","confusion, curiosity, low_confidence, question",High load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",SOCRATIC_Q,ENCOURAGE
7869,miniLM_labels;hope_signals;target_policy_action,"the mean calculation is just not making sense, all these methods, my answer is always different.","the mean calculation is just not making sense, all these methods, my answer is always different.","confusion, low_confidence, frustration","algebraic, answer_attempt, conflict, confusion, procedural_focus, recurring_error",High load_risk,"Moderate load_risk, Active misconception check, Recurring error, Recurring Misconception",WORKED_EXAMPLE,EXPLAIN
7870,miniLM_labels;hope_signals;target_policy_action,"something is feeling off with this sum, not clicking with me.","something is feeling off with this sum, not clicking with me.","confusion, skepticism",self_monitoring,Moderate load_risk,"Moderate ct_score, Moderate confidence",SOCRATIC_Q,EXPLAIN
7871,student_utterance;miniLM_labels;hope_signals;target_policy_action,"that u shape graph, it's coming out weird on my paper, not smooth, what am i doing wrong?","that you shape graph, it's coming out weird on my paper, not smooth, what am i doing wrong?","confusion, graphical, low_confidence, question","confusion, curiosity, diagrammatic, graphical, low_confidence, question, representation_shift, request_representation",Moderate load_risk,"High load_risk, Low confidence, Active engagement, High ct_score",VISUAL_ANALOGY,REPRESENTATION_TRANSLATION
7872,miniLM_labels;hope_signals;target_policy_action,sin 30 is not root 3 by 2. it should be 1/2. my table is right na? this problem solution is wrong.,sin 30 is not root 3 by 2. it should be 1/2. my table is right na? this problem solution is wrong.,"confusion, skepticism, self_correction, question","algebraic, answer_attempt, confusion, curiosity, low_confidence, question, tabular","Active misconception, Moderate ct_score","High load_risk, Low confidence, Active engagement, High ct_score",MISCONCEPTION_PROBE,REVIEW
7873,miniLM_labels;hope_signals;target_policy_action,"this whole thing is just too confusing, i can't follow.","this whole thing is just too confusing, i can't follow.","confusion, frustration, cognitive_overload","confusion, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Moderate ct_score, Moderate confidence",BRIDGE_RECAP,ENCOURAGE
7874,miniLM_labels;hope_signals;target_policy_action,"discriminant has something to do with real roots or no roots na? but like, what exactly? i always get mixed up.","discriminant has something to do with real roots or no roots na? but like, what exactly? i always get mixed up.","confusion, low_confidence, question","algebraic, confusion, curiosity, question, recurring_error",Moderate load_risk,"Moderate load_risk, Recurring error, Recurring Misconception, Recurring misconception",EXPLAIN,REVIEW
7875,miniLM_labels;hope_signals;target_policy_action,"BPT theorem, i know it exists, but when to apply it for these triangle problems? it's not clear always.","BPT theorem, i know it exists, but when to apply it for these triangle problems? it's not clear always.","confusion, low_confidence, question","algebraic, confusion, curiosity, diagrammatic, question, recurring_error, transfer_attempt",Moderate ct_score,"Moderate load_risk, Recurring error, Recurring Misconception, Recurring misconception",WORKED_EXAMPLE,REVIEW
7876,miniLM_labels;hope_signals;target_policy_action,"i am just not getting it at all, my brain is stuck.","i am just not getting it at all, my brain is stuck.","confusion, frustration, cognitive_overload","cognitive_overload, confusion, low_confidence, self_monitoring",High load_risk,"High load_risk, Low confidence, Cognitive overload, Moderate ct_score",METACOGNITIVE_REFLECT,ENCOURAGE
7877,miniLM_labels;hope_signals;target_policy_action,"the surface area of combined shapes, i know the formulas, but visualizing it is hard, like which parts to add na.","the surface area of combined shapes, i know the formulas, but visualizing it is hard, like which parts to add na.","confusion, diagrammatic, low_confidence, question","algebraic, curiosity, high_confidence, procedural_focus, question",Moderate load_risk,"High confidence, Mastery threshold met, Active engagement, High ct_score",REPRESENTATION_TRANSLATION,EXPLAIN
7878,miniLM_labels;hope_signals;target_policy_action,"idk it just feels wrong na, like the whole sum is off. i keep checking but nothing.","idk it just feels wrong na, like the whole sum is off. i keep checking but nothing.","confusion, low_confidence","confusion, low_confidence, recurring_error",High load_risk,"High load_risk, Low confidence, Recurring error, Recurring Misconception",SOCRATIC_Q,REVIEW
