student_utterance,concept_id,miniLM_labels,hope_signals,target_policy_action,category
my teacher said if a1/a2 = b1/b2 = c1/c2 then infinite solutions. but what if c1/c2 is different? i get confused.,jemh103__coefficient_ratios_analysis,"confusion, conflict, skepticism, question","Active misconception, Moderate ct_score",MISCONCEPTION_PROBE,7
"we were taught splitting the middle term only for quadratic, my maths book doesnt even mention any other method. is factorization always possible?",jemh104__solving_by_factorization,"skepticism, question, low_confidence, conflict","Prerequisite awareness, Active misconception",SOCRATIC_Q,7
"my sir said just remember the table for sin cos tan values, but u r showing how to derive it. which one should i do for exam?",jemh108__trig_ratios_specific_angles,"conflict, question, procedural_focus, skepticism","High load_risk, Moderate ct_score",EXPLAIN,7
"for area of sector, my school formula is theta/360 * pi r sq, but in my tuitions they gave a different one, with arc length. which one is right?",jemh111__area_of_sector,"conflict, confusion, question, algebraic","Active misconception, Moderate ct_score",WORKED_EXAMPLE,7
"My school teacher said something else about this, but you are saying this. Which one is correct sir?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,confusion","Active misconception check,High load_risk",MISCONCEPTION_PROBE,7
"When proving root 5 irrational, my book uses a different method to assume integers p and q. Is my book wrong or what?",jemh101__proving_irrationality_root_n,"conflict,skepticism,confusion,question","Active misconception,High load_risk",EXPLAIN,7
Why should i trust what you say when my teacher says something totally different?,INHERIT_CURRENT_CONCEPT,"conflict,skepticism,disengagement","High load_risk,Low productive_struggle",METACOGNITIVE_REFLECT,7
"My school teacher says graphical method for linear equations is not accurate for exact answers, but you showed it gives exact points. Is there a trick?",jemh103__graphical_method_solving,"skepticism,conflict,confusion,question","Active misconception,Moderate ct_score",REPRESENTATION_TRANSLATION,7
"Sir, the answer given in the textbook is different from what we got. Is the textbook wrong?",INHERIT_CURRENT_CONCEPT,"conflict,skepticism,confusion,self_correction","Active misconception check,Moderate ct_score",MISCONCEPTION_PROBE,7
"My teacher said sin cos ratios are only for right angle triangle, but you used it for other triangles also, how is that possible?",jemh108__fundamental_trig_ratios,"conflict,skepticism,confusion,misconception_clue","Active misconception,High load_risk",EXPLAIN,7
"For discriminant, my teacher told 'real and distinct' or 'real and equal'. You said 'two distinct real roots' or 'two equal real roots'. Same thing na or different?",jemh104__discriminant_nature_of_roots,"question,confusion,skepticism","High ki_score opportunity,Low confidence",EXPLAIN,7
I'm getting confused between what my school teaches and what you are explaining. Whose method should I follow for exams?,INHERIT_CURRENT_CONCEPT,"conflict,confusion,anxiety,skepticism","High load_risk,Low confidence",METACOGNITIVE_REFLECT,7
"The book says we can draw only two tangents from an external point. But what if the point is very very far, can't we draw more, like infinite?",jemh110__number_of_tangents_from_a_point,"skepticism,question,diagrammatic,confusion","High ki_score opportunity,Active misconception",REPRESENTATION_TRANSLATION,7
"My school teacher insists on using step-deviation for grouped mean, but I like direct method. Is one better than other or what?",jemh113__mean_grouped_data,"conflict,skepticism,procedural_focus","High ki_score opportunity,Moderate ct_score",EXPLAIN,7
sir last class you said this is important but my school teacher said it is not important for boards. which one is true?,INHERIT_CURRENT_CONCEPT,"conflict, skepticism, question","High ki_score opportunity, Active misconception check",EXPLAIN,7
"my teacher said proof by contradiction is only for like philosophical things not for math, but you used it for root 2. is it really math or like logic only?",jemh101__proof_by_contradiction_method,"conflict, skepticism, question, misconception_clue","Active misconception, Moderate ct_score",MISCONCEPTION_PROBE,7
this formula looks different from what my friend told me she learned in another class. are there different formulas for the same thing?,INHERIT_CURRENT_CONCEPT,"skepticism, confusion, conflict",High ki_score opportunity,EXPLAIN,7
"textbook says zeroes are points where polynomial is zero, but you said they are x-intercepts. is it the same meaning or different?",jemh102__zero_of_polynomial,"conflict, confusion, question, skepticism","Active misconception check, High ki_score opportunity",REPRESENTATION_TRANSLATION,7
"i saw a youtube video saying this part is actually wrong, but my school teacher insists it's right. who should i believe?",INHERIT_CURRENT_CONCEPT,"skepticism, conflict, confusion, frustration","High load_risk, Moderate ct_score",EXPLAIN,7
"my school teacher says if lines are parallel, no solution, but my cousin said something about inconsistent system. are they talking about same thing or not?",jemh103__system_classification,"conflict, confusion, question, skepticism","Active misconception, High ki_score opportunity",MISCONCEPTION_PROBE,7
"this SOH CAH TOA thing, my elder brother said its only for specific triangles, not all triangles. but you said for right-angled triangles. is there some trick for other triangles?",jemh108__fundamental_trig_ratios,"skepticism, conflict, question, misconception_clue","Active misconception check, Moderate ct_score",SOCRATIC_Q,7
why is this so complicated? my previous tutor used a much simpler method for this. this one feels like extra steps.,INHERIT_CURRENT_CONCEPT,"skepticism, confusion, shortcut_seeking","Low productive_struggle, High load_risk",SOCRATIC_COUNTEREXAMPLE,7
"for tangent perpendicular to radius, my math sir made us write a full proof, but you just explained it intuitively. which way should i do for exam?",jemh110__tangent_radius_perpendicularity,"conflict, skepticism, procedural_focus, question","High ki_score opportunity, Active engagement",EXPLAIN,7
"my tuition sir always says direct method for mean is too risky for grouped data, always use step deviation. but you showed direct method. is one better than other?",jemh113__mean_grouped_data,"conflict, skepticism, procedural_focus, question","Active misconception check, Moderate ct_score",WORKED_EXAMPLE,7
"my school teacher said this is very difficult and only few students can do it, but you are saying it is easy only. who is right?",INHERIT_CURRENT_CONCEPT,"conflict,low_confidence,skepticism","High load_risk,Moderate ct_score",ENCOURAGE,7
sir this formula in my textbook is looking different from what you showed on screen. is there a mistake in my book or what?,INHERIT_CURRENT_CONCEPT,"confusion,skepticism,question","Active misconception check,High ki_score opportunity",MISCONCEPTION_PROBE,7
"you said to draw diagrams but my teacher said diagrams waste time in exam, just do calculation. so what to do?",INHERIT_CURRENT_CONCEPT,"conflict,question,procedural_focus","Surface engagement,Moderate ct_score",EXPLAIN,7
"this method feels too long and complicated for the exam. my tutor told me a shortcut, is it okay if I use that?",INHERIT_CURRENT_CONCEPT,"shortcut_seeking,skepticism,procedural_focus","Low productive_struggle,High load_risk",METACOGNITIVE_REFLECT,7
"this proof by contradiction, it feels like we are assuming wrong thing is true. how can we prove something by saying its opposite is true? my brain is not understanding this logic.",jemh101__proof_by_contradiction_method,"confusion,skepticism,question","Moderate load_risk,High ki_score opportunity",EXPLAIN,7
"for linear equations, my teacher said 'no solution' is same as 'inconsistent system', but my friend said 'inconsistent' means parallel lines, 'no solution' is just a result. are they same or different?",jemh103__system_classification,"conflict,confusion,question,misconception_clue","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
why is sin square theta plus cos square theta 1 always? my sir said it comes from pythagoras theorem but i dont see any triangle in the formula only.,jemh108__pythagorean_trig_identities,"skepticism,confusion,question,algebraic","High ki_score opportunity,Active misconception check",REPRESENTATION_TRANSLATION,7
"the book says only two tangents from an external point to a circle, but what if the point is very very far away, then it's almost a straight line, can't we draw many?",jemh110__number_of_tangents_from_a_point,"skepticism,question,diagrammatic,misconception_clue","Active misconception,High ki_score opportunity",SOCRATIC_COUNTEREXAMPLE,7
"my maths teacher told me general term of AP is a + (n-1)d, but my tuition sir uses a + nd for some problems. who is correct, and when to use what?",jemh105__nth_term_formula,"conflict,confusion,question,procedural_focus","Active misconception,Moderate ct_score",EXPLAIN,7
"i used direct method for mean and got 55. but then my friend used step deviation and got 54.9, is it okay if they are slightly different or my teacher is wrong when she says answers will be same?",jemh113__mean_grouped_data,"conflict,skepticism,confusion,answer_attempt","Active misconception,High load_risk",MISCONCEPTION_PROBE,7
"my school teacher said a consistent system always has only one solution but u said it can have infinite also, who is right?",jemh103__system_classification,"conflict,confusion,skepticism","Active misconception,High ki_score opportunity",MISCONCEPTION_PROBE,7
